target_name,width,seed,epoch,train_loss,test_loss
sin_low,10,0,0,0.49011313915252686,0.48701003193855286
sin_low,10,0,50,0.4422140419483185,0.4578973352909088
sin_low,10,0,100,0.4110984206199646,0.4362836480140686
sin_low,10,0,150,0.3879542946815491,0.4182131290435791
sin_low,10,0,200,0.3789970576763153,0.41002145409584045
sin_low,10,0,250,0.3772118389606476,0.4072101414203644
sin_low,10,0,300,0.3766312599182129,0.40609392523765564
sin_low,10,0,350,0.37606143951416016,0.4050033688545227
sin_low,10,0,400,0.37547266483306885,0.4036175310611725
sin_low,10,0,450,0.374846875667572,0.4021657109260559
sin_low,10,0,500,0.3741876184940338,0.40079134702682495
sin_low,10,0,550,0.37356120347976685,0.3990762531757355
sin_low,10,0,600,0.37297096848487854,0.39765697717666626
sin_low,10,0,650,0.37241843342781067,0.3961697220802307
sin_low,10,0,700,0.37189823389053345,0.3949175477027893
sin_low,10,0,750,0.3713873326778412,0.3939346969127655
sin_low,10,0,800,0.3708721101284027,0.3930232524871826
sin_low,10,0,850,0.37036481499671936,0.3919103443622589
sin_low,10,0,900,0.3698643743991852,0.3908557593822479
sin_low,10,0,950,0.3693578541278839,0.389922559261322
sin_low,10,0,1000,0.36883682012557983,0.3891544044017792
sin_low,10,0,1050,0.368291437625885,0.38843852281570435
sin_low,10,0,1100,0.3677181303501129,0.3877915143966675
sin_low,10,0,1150,0.36711385846138,0.3872075378894806
sin_low,10,0,1200,0.3664734661579132,0.38663578033447266
sin_low,10,0,1250,0.36579135060310364,0.3861437141895294
sin_low,10,0,1300,0.3650710880756378,0.38535645604133606
sin_low,10,0,1350,0.3643287718296051,0.3843490779399872
sin_low,10,0,1400,0.36356574296951294,0.3834330141544342
sin_low,10,0,1450,0.36277878284454346,0.38263124227523804
sin_low,10,0,1500,0.3619709014892578,0.38170039653778076
sin_low,10,0,1550,0.3611411154270172,0.38092145323753357
sin_low,10,0,1600,0.3602886497974396,0.3800930082798004
sin_low,10,0,1650,0.35941630601882935,0.3793385326862335
sin_low,10,0,1700,0.3585212528705597,0.37850838899612427
sin_low,10,0,1750,0.35762548446655273,0.37760603427886963
sin_low,10,0,1800,0.35673215985298157,0.37667208909988403
sin_low,10,0,1850,0.35582733154296875,0.3760111927986145
sin_low,10,0,1900,0.35490646958351135,0.3753204047679901
sin_low,10,0,1950,0.35396865010261536,0.3746805191040039
sin_low,10,0,2000,0.35301610827445984,0.3740032911300659
sin_low,10,0,2050,0.3520500361919403,0.37331733107566833
sin_low,10,0,2100,0.3510805368423462,0.3722817301750183
sin_low,10,0,2150,0.35012468695640564,0.37131911516189575
sin_low,10,0,2200,0.3491899073123932,0.3703457713127136
sin_low,10,0,2250,0.34827375411987305,0.3693990707397461
sin_low,10,0,2300,0.347375750541687,0.3684762120246887
sin_low,10,0,2350,0.3464897871017456,0.367666631937027
sin_low,10,0,2400,0.34561416506767273,0.36693665385246277
sin_low,10,0,2450,0.344716876745224,0.3663713037967682
sin_low,10,0,2500,0.3437066674232483,0.36571255326271057
sin_low,10,0,2550,0.34189268946647644,0.36462482810020447
sin_low,10,0,2600,0.33759886026382446,0.36089974641799927
sin_low,10,0,2650,0.31862473487854004,0.34158411622047424
sin_low,10,0,2700,0.2871551811695099,0.30920442938804626
sin_low,10,0,2750,0.2600073516368866,0.2827555537223816
sin_low,10,0,2800,0.23635661602020264,0.25852102041244507
sin_low,10,0,2850,0.2150590717792511,0.23685406148433685
sin_low,10,0,2900,0.19589832425117493,0.21686449646949768
sin_low,10,0,2950,0.17829085886478424,0.19741511344909668
sin_low,10,0,3000,0.16222885251045227,0.18053926527500153
sin_low,10,0,3050,0.14791372418403625,0.1649722009897232
sin_low,10,0,3100,0.1350356936454773,0.1507292538881302
sin_low,10,0,3150,0.12348643690347672,0.13802705705165863
sin_low,10,0,3200,0.11310997605323792,0.12666748464107513
sin_low,10,0,3250,0.1038636565208435,0.11675658077001572
sin_low,10,0,3300,0.0956052914261818,0.10795552283525467
sin_low,10,0,3350,0.08826873451471329,0.10027492791414261
sin_low,10,0,3400,0.08175306022167206,0.09342753887176514
sin_low,10,0,3450,0.07591802626848221,0.08735497295856476
sin_low,10,0,3500,0.07067544758319855,0.0818256139755249
sin_low,10,0,3550,0.0659184604883194,0.07671362906694412
sin_low,10,0,3600,0.061492450535297394,0.07165677100419998
sin_low,10,0,3650,0.05723395571112633,0.06677357107400894
sin_low,10,0,3700,0.05317232012748718,0.06222206726670265
sin_low,10,0,3750,0.049334567040205,0.057836681604385376
sin_low,10,0,3800,0.045718688517808914,0.053679294884204865
sin_low,10,0,3850,0.04232070967555046,0.04973088949918747
sin_low,10,0,3900,0.03911023214459419,0.04593953117728233
sin_low,10,0,3950,0.03601949289441109,0.04224872961640358
sin_low,10,0,4000,0.03316828981041908,0.03890174999833107
sin_low,10,0,4050,0.0305181797593832,0.03575640171766281
sin_low,10,0,4100,0.0280630961060524,0.03281542286276817
sin_low,10,0,4150,0.025795333087444305,0.030107848346233368
sin_low,10,0,4200,0.02370862476527691,0.027590226382017136
sin_low,10,0,4250,0.021799111738801003,0.02527538500726223
sin_low,10,0,4300,0.020041584968566895,0.023188168182969093
sin_low,10,0,4350,0.01842929609119892,0.021262193098664284
sin_low,10,0,4400,0.0169600211083889,0.019499588757753372
sin_low,10,0,4450,0.015628039836883545,0.017906010150909424
sin_low,10,0,4500,0.014425992965698242,0.01647355407476425
sin_low,10,0,4550,0.013344988226890564,0.015195471234619617
sin_low,10,0,4600,0.0123744560405612,0.014054232276976109
sin_low,10,0,4650,0.011506384238600731,0.013035660609602928
sin_low,10,0,4700,0.010733337141573429,0.012131918221712112
sin_low,10,0,4750,0.01004804577678442,0.011333994567394257
sin_low,10,0,4800,0.009443472139537334,0.010635508224368095
sin_low,10,0,4850,0.008912820369005203,0.010024617426097393
sin_low,10,0,4900,0.00844943430274725,0.009495728649199009
sin_low,10,0,4950,0.008046905510127544,0.00904171448200941
sin_low,10,0,5000,0.007699094247072935,0.008652917109429836
sin_low,10,1,0,0.47720709443092346,0.5281907916069031
sin_low,10,1,50,0.43003612756729126,0.4631153643131256
sin_low,10,1,100,0.41217684745788574,0.4309203624725342
sin_low,10,1,150,0.40181705355644226,0.4153080880641937
sin_low,10,1,200,0.39378222823143005,0.40711650252342224
sin_low,10,1,250,0.3849017322063446,0.39803895354270935
sin_low,10,1,300,0.37503790855407715,0.38790979981422424
sin_low,10,1,350,0.36420074105262756,0.3768760561943054
sin_low,10,1,400,0.35186144709587097,0.3644358813762665
sin_low,10,1,450,0.3373012840747833,0.34986409544944763
sin_low,10,1,500,0.3219325542449951,0.33397242426872253
sin_low,10,1,550,0.3058817982673645,0.31773385405540466
sin_low,10,1,600,0.2894350290298462,0.3009660243988037
sin_low,10,1,650,0.2729235887527466,0.28380921483039856
sin_low,10,1,700,0.2564244866371155,0.26707592606544495
sin_low,10,1,750,0.2401115596294403,0.25134626030921936
sin_low,10,1,800,0.2236359417438507,0.23483505845069885
sin_low,10,1,850,0.20901833474636078,0.22017687559127808
sin_low,10,1,900,0.19557598233222961,0.2063668668270111
sin_low,10,1,950,0.18317778408527374,0.19381846487522125
sin_low,10,1,1000,0.1720447838306427,0.18242982029914856
sin_low,10,1,1050,0.16220389306545258,0.17239512503147125
sin_low,10,1,1100,0.15332694351673126,0.16387958824634552
sin_low,10,1,1150,0.14547015726566315,0.15564663708209991
sin_low,10,1,1200,0.13834817707538605,0.1481781005859375
sin_low,10,1,1250,0.13173086941242218,0.14150187373161316
sin_low,10,1,1300,0.12560983002185822,0.13540925085544586
sin_low,10,1,1350,0.1199728399515152,0.12979121506214142
sin_low,10,1,1400,0.11474913358688354,0.12469079345464706
sin_low,10,1,1450,0.10987088829278946,0.11995653063058853
sin_low,10,1,1500,0.10526546090841293,0.11552489548921585
sin_low,10,1,1550,0.10085685551166534,0.11117252707481384
sin_low,10,1,1600,0.09660597890615463,0.10692537575960159
sin_low,10,1,1650,0.09248608350753784,0.10285180062055588
sin_low,10,1,1700,0.08850464969873428,0.09891142696142197
sin_low,10,1,1750,0.08462100476026535,0.09505631029605865
sin_low,10,1,1800,0.080819271504879,0.09130814671516418
sin_low,10,1,1850,0.07709057629108429,0.08765776455402374
sin_low,10,1,1900,0.07342752069234848,0.08407165855169296
sin_low,10,1,1950,0.06982976943254471,0.08050799369812012
sin_low,10,1,2000,0.06631051748991013,0.07706230133771896
sin_low,10,1,2050,0.06286134570837021,0.07357893884181976
sin_low,10,1,2100,0.05948220193386078,0.07015024870634079
sin_low,10,1,2150,0.05618784949183464,0.06676299124956131
sin_low,10,1,2200,0.05297544226050377,0.06339124590158463
sin_low,10,1,2250,0.049857672303915024,0.060119789093732834
sin_low,10,1,2300,0.04686400666832924,0.05710715055465698
sin_low,10,1,2350,0.04401332885026932,0.05425591021776199
sin_low,10,1,2400,0.04131051525473595,0.051356881856918335
sin_low,10,1,2450,0.038737233728170395,0.04849344864487648
sin_low,10,1,2500,0.03628271445631981,0.045658960938453674
sin_low,10,1,2550,0.03396202623844147,0.04295642673969269
sin_low,10,1,2600,0.03176989033818245,0.040368057787418365
sin_low,10,1,2650,0.029700538143515587,0.0379120409488678
sin_low,10,1,2700,0.027765216305851936,0.03565123304724693
sin_low,10,1,2750,0.02591501735150814,0.03350295498967171
sin_low,10,1,2800,0.024192919954657555,0.03149845451116562
sin_low,10,1,2850,0.0226206686347723,0.029751263558864594
sin_low,10,1,2900,0.02118038199841976,0.02798558585345745
sin_low,10,1,2950,0.019862253218889236,0.026398079469799995
sin_low,10,1,3000,0.018642809242010117,0.024878399446606636
sin_low,10,1,3050,0.017515135928988457,0.02353275753557682
sin_low,10,1,3100,0.01648067496716976,0.02223483845591545
sin_low,10,1,3150,0.015523659996688366,0.020982177928090096
sin_low,10,1,3200,0.014630247838795185,0.019813600927591324
sin_low,10,1,3250,0.013806335628032684,0.01872481219470501
sin_low,10,1,3300,0.0130453584715724,0.017731865867972374
sin_low,10,1,3350,0.012341571040451527,0.016812283545732498
sin_low,10,1,3400,0.011691558174788952,0.01596863567829132
sin_low,10,1,3450,0.011091339401900768,0.015245598740875721
sin_low,10,1,3500,0.010541452094912529,0.014544285833835602
sin_low,10,1,3550,0.010042841546237469,0.013900280930101871
sin_low,10,1,3600,0.009605975821614265,0.013348383828997612
sin_low,10,1,3650,0.009218651801347733,0.012863129377365112
sin_low,10,1,3700,0.008867367170751095,0.012417612597346306
sin_low,10,1,3750,0.008550996892154217,0.011997132562100887
sin_low,10,1,3800,0.00826409924775362,0.01164577528834343
sin_low,10,1,3850,0.008005419746041298,0.011345193721354008
sin_low,10,1,3900,0.007780126295983791,0.011056415736675262
sin_low,10,1,3950,0.007578296586871147,0.010805384255945683
sin_low,10,1,4000,0.007397462148219347,0.010565157979726791
sin_low,10,1,4050,0.007233200129121542,0.010332956910133362
sin_low,10,1,4100,0.007083768490701914,0.010158770717680454
sin_low,10,1,4150,0.00694857444614172,0.009977015666663647
sin_low,10,1,4200,0.006826575379818678,0.00981984008103609
sin_low,10,1,4250,0.006717462558299303,0.009652391076087952
sin_low,10,1,4300,0.006615371443331242,0.009517998434603214
sin_low,10,1,4350,0.0065201520919799805,0.009387385100126266
sin_low,10,1,4400,0.006431005895137787,0.00925268605351448
sin_low,10,1,4450,0.0063474178314208984,0.009149978868663311
sin_low,10,1,4500,0.006090689916163683,0.009112810716032982
sin_low,10,1,4550,0.005965688265860081,0.008963188156485558
sin_low,10,1,4600,0.005852676462382078,0.008819117210805416
sin_low,10,1,4650,0.005747846327722073,0.00869554653763771
sin_low,10,1,4700,0.005652029532939196,0.00857827439904213
sin_low,10,1,4750,0.005562139675021172,0.008469757623970509
sin_low,10,1,4800,0.005479017272591591,0.008345150388777256
sin_low,10,1,4850,0.005402229260653257,0.00827773381024599
sin_low,10,1,4900,0.005330726969987154,0.00819682702422142
sin_low,10,1,4950,0.005265424959361553,0.008099077269434929
sin_low,10,1,5000,0.0052039227448403835,0.008013739250600338
sin_low,10,2,0,0.5839548110961914,0.6078776717185974
sin_low,10,2,50,0.4664134085178375,0.5159313082695007
sin_low,10,2,100,0.4295411705970764,0.4835524260997772
sin_low,10,2,150,0.41466158628463745,0.4608097970485687
sin_low,10,2,200,0.4040900468826294,0.44032296538352966
sin_low,10,2,250,0.39640700817108154,0.4263181984424591
sin_low,10,2,300,0.3910762667655945,0.4172053933143616
sin_low,10,2,350,0.3865978419780731,0.4108341336250305
sin_low,10,2,400,0.38239786028862,0.40581730008125305
sin_low,10,2,450,0.3783702254295349,0.4020634591579437
sin_low,10,2,500,0.3746698796749115,0.39884912967681885
sin_low,10,2,550,0.3714110851287842,0.3963019549846649
sin_low,10,2,600,0.3687049150466919,0.39404335618019104
sin_low,10,2,650,0.3665882647037506,0.3927541673183441
sin_low,10,2,700,0.3649192750453949,0.39203065633773804
sin_low,10,2,750,0.3636133372783661,0.3916354775428772
sin_low,10,2,800,0.3626192510128021,0.3915449380874634
sin_low,10,2,850,0.3619094789028168,0.39146217703819275
sin_low,10,2,900,0.36141395568847656,0.39163902401924133
sin_low,10,2,950,0.361072301864624,0.3918752372264862
sin_low,10,2,1000,0.3608461022377014,0.39218732714653015
sin_low,10,2,1050,0.3607018291950226,0.3924947679042816
sin_low,10,2,1100,0.36061304807662964,0.3927776515483856
sin_low,10,2,1150,0.36057040095329285,0.3929256796836853
